Campaign,Ad group,Month,Week,Search keyword,Search term,Currency code,Impr.,Clicks,Avg. CPC,CTR,Cost,Conv. value,Conversions,Conv. value / cost,Cost / conv.,Value / conv.
SS - Pharmacogenetic,Pharmacogenomic,Apr-23,17/04/2023,pharmacogenomic testing,pharmacogenetic testing for antidepressants,USD,1,1,10.46,100.00%,10.46,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Mar-23,27/02/2023,pharmacogenetics test,genetic testing for medication efficacy,USD,2,1,2.38,50.00%,2.38,0,0,0, , 
SS - DNA Testing A,medication,Mar-23,27/03/2023,dna test for medication,best genetic testing for psychiatric medications,USD,1,1,4.85,100.00%,4.85,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,May-23,15/05/2023,pgx test,pgx lab test,USD,2,1,2,50.00%,2,0,0,0, , 
SS - DNA Testing A,Psych Meds,Apr-23,3/04/2023,dna testing for psychiatric drugs,genetic testing for mental health medications,USD,1,1,4.48,100.00%,4.48,0,0,0, , 
SS - DNA Testing A,antidepressants,Jan-23,2/01/2023,dna test antidepressants,testing for antidepressants,USD,2,2,11.35,100.00%,22.7,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Apr-23,24/04/2023,genetic testing for mental health medication,genome testing for medication,USD,2,1,7.64,50.00%,7.64,0,0,0, , 
SS - Genetic Testing TROAS,antidepressants,May-23,15/05/2023,genetic testing for antidepressants,test to see which antidepressant works best,USD,7,2,4.08,28.57%,8.16,0,0,0, , 
SS - Competitors,Genesight,Mar-23,27/03/2023,genesight test,gene sight test,USD,26,3,3.07,11.54%,9.2,0,0,0, , 
SS - DNA Testing B,mental health,May-23,22/05/2023,Mental Health dna test,dna test for schizophrenia,USD,2,2,1.6,100.00%,3.2,0,0,0, , 
SS - Genetic Testing TROAS,medication,Feb-23,30/01/2023,genetic test for medication,genetic testing for drug interactions,USD,1,1,10.17,100.00%,10.17,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Jan-23,16/01/2023,genetic testing for mental health medication,genetic test depression,USD,2,1,1.1,50.00%,1.1,0,0,0, , 
SS - Genetic Testing TROAS,ssris,Mar-23,6/03/2023,genetic testing for ssris,genetic testing for ssri,USD,4,1,5.7,25.00%,5.7,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,May-23,22/05/2023,pharmacogenomic testing,pharmacogenomic testing,USD,76,7,5.04,9.21%,35.3,374.25,1,10.6,35.3,374.25
SS - Pharmacogenetic,Pharmacogenetic,May-23,15/05/2023,pharmacogenetics test,genetic testing for medication near me,USD,6,1,2.25,16.67%,2.25,0,0,0, , 
SS - Brand,General Terms,Apr-23,17/04/2023,clarityx dna reviews,clarityx reviews,USD,6,1,0.01,16.67%,0.01,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,Mar-23,6/03/2023,pharmacogenomics testing,drug metabolism test,USD,1,1,21.05,100.00%,21.05,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,May-23,22/05/2023,pharmacogenomics testing,genetic testing for medications,USD,13,1,9.39,7.69%,9.39,0,0,0, , 
SS - Genetic Testing TROAS,adhd,Apr-23,10/04/2023,adhd genetic testing,genetic testing for adhd near me,USD,4,2,15.28,50.00%,30.56,0,0,0, , 
SS - DNA Testing A,antidepressants,Jan-23,16/01/2023,dna test for antidepressants,antidepressant testing,USD,1,1,9.25,100.00%,9.25,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Mar-23,20/03/2023,pharmacogenetic testing for depression,depression dna test,USD,2,1,3.69,50.00%,3.69,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Apr-23,17/04/2023,genetic testing for mental health medication,what can genetic testing tell you,USD,3,2,2.05,66.67%,4.1,0,0,0, , 
SS - Genetic Testing TROAS,medication,Mar-23,27/03/2023,genetic test for medication,gene test for medication,USD,16,1,13.13,6.25%,13.13,0,0,0, , 
SS - DNA Testing A,antidepressants,Apr-23,17/04/2023,dna test for antidepressants,blood test for best antidepressant,USD,3,1,4.9,33.33%,4.9,0,0,0, , 
SS - Genetic Testing TROAS,depression,Apr-23,24/04/2023,genetic testing depression,genetic depression testing,USD,1,1,9.52,100.00%,9.52,0,0,0, , 
SS - Genetic Testing TROAS,antidepressants,Mar-23,27/02/2023,genetic testing for antidepressants,genetic testing for ssri response,USD,1,1,6.65,100.00%,6.65,0,0,0, , 
SS - Genetic Testing TROAS,medication,Mar-23,20/03/2023,genetic medication testing,genetic medication testing,USD,44,7,3.69,15.91%,25.84,0,0,0, , 
SS - Genetic Testing TROAS,antidepressants,Apr-23,3/04/2023,antidepressant genetic test,saliva test for antidepressants,USD,5,1,11.18,20.00%,11.18,0,0,0, , 
SS - DNA Testing A,antidepressants,Feb-23,20/02/2023,dna test antidepressants,antidepressant dna test,USD,5,1,6.6,20.00%,6.6,0,0,0, , 
SS - DNA Testing A,Psych Meds,Feb-23,6/02/2023,dna testing for psychiatric drugs,dna swab test for medication,USD,1,1,16.69,100.00%,16.69,0,0,0, , 
SS - DNA Testing A,medication,Jan-23,9/01/2023,dna test for medication,genetic testing for medicine,USD,5,1,8.34,20.00%,8.34,0,0,0, , 
SS - Competitors,Genesight,Apr-23,3/04/2023,genesight psychotropic test,genesight psychotropic combinatorial pharmacogenomic test,USD,1,1,3.72,100.00%,3.72,0,0,0, , 
SS - DNA Testing A,antidepressants,May-23,22/05/2023,blood test for antidepressant,blood test for best antidepressant,USD,4,1,5.55,25.00%,5.55,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,May-23,8/05/2023,pharmacogenetics,pharmacogenics,USD,8,3,7.3,37.50%,21.9,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,Mar-23,6/03/2023,pharmacogenomics testing,genetic testing for medications,USD,6,1,4.23,16.67%,4.23,0,0,0, , 
SS - Genetic Testing TROAS,depression,Apr-23,24/04/2023,genetic testing depression,genetic testing depression,USD,9,2,9.39,22.22%,18.78,0,0,0, , 
SS - Genetic Testing - Sol8,Anxiety,Mar-23,20/03/2023,genetic testing for anxiety meds,blood test for anxiety medication,USD,4,1,7.02,25.00%,7.02,0,0,0, , 
SS - Genetic Testing TROAS,medication,Mar-23,13/03/2023,genetic testing for medication efficacy,does genetic testing for medications work,USD,4,1,11.65,25.00%,11.65,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Feb-23,13/02/2023,genetic testing for mental health medication,genetic testing for mental illness,USD,17,1,8.64,5.88%,8.64,0,0,0, , 
SS - DNA Testing B,depression,Jan-23,2/01/2023,dna test for depression medication,genetic depression test,USD,1,1,1.67,100.00%,1.67,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Apr-23,3/04/2023,pharmacogenetics test,gene medication testing,USD,1,1,3.42,100.00%,3.42,0,0,0, , 
SS - Genetic Testing TROAS,medication,Apr-23,3/04/2023,gene testing for medication,gene testing for medication,USD,174,12,5.06,6.90%,60.74,0,0,0, , 
SS - DNA Testing A,medication,Jan-23,2/01/2023,dna test for medication,dna test for medication metabolism,USD,2,1,3.08,50.00%,3.08,0,0,0, , 
SS - Brand,Trademark,Mar-23,27/03/2023,ClarityX,clarityx,USD,50,22,0.41,44.00%,9.04,374.25,1,41.4,9.04,374.25
SS - Competitors,Genesight,Jan-23,9/01/2023,genesight test,genesight pharmacogenomic testing,USD,3,1,6.59,33.33%,6.59,0,0,0, , 
SS - Genetic Testing TROAS,depression,Jan-23,2/01/2023,genetic testing for depression meds,genetic test to determine best antidepressant,USD,1,1,8.17,100.00%,8.17,0,0,0, , 
SS - Genetic Testing TROAS,medication,Feb-23,6/02/2023,genetic test for medication,genetic swab test for medication,USD,6,2,3.73,33.33%,7.46,0,0,0, , 
SS - Genetic Testing TROAS,medication,Apr-23,24/04/2023,genetic test for medication,genetic testing medication,USD,5,2,3.31,40.00%,6.63,0,0,0, , 
SS - DNA Testing B,Anxiety,Mar-23,6/03/2023,dna test for anxiety medication,genetic anxiety test,USD,1,1,1.66,100.00%,1.66,0,0,0, , 
SS - DNA Testing B,mental health,Apr-23,10/04/2023,Mental Health dna test,genetic test for anxiety,USD,2,1,6.76,50.00%,6.76,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Jan-23,2/01/2023,genetic testing for mental health medication,psych genetic testing,USD,2,1,6.35,50.00%,6.35,409.7,1,64.52,6.35,409.7
SS - Brand,General Terms,Apr-23,3/04/2023,clarityx dna reviews,clarity x reviews,USD,5,1,0.09,20.00%,0.09,0,0,0, , 
SS - DNA Testing A,antidepressants,Apr-23,3/04/2023,dna test for antidepressants,dna test for best antidepressant,USD,1,1,7.4,100.00%,7.4,299.25,1,40.44,7.4,299.25
SS - Genetic Testing TROAS,bipolar,Feb-23,20/02/2023,genetic testing for bipolar medication,genetic testing for bipolar disorder,USD,8,3,2.94,37.50%,8.82,0,0,0, , 
SS - Genetic Testing TROAS,antidepressants,Mar-23,6/03/2023,antidepressant genetic test,antidepressant genetic test,USD,13,1,2.59,7.69%,2.59,0,0,0, , 
SS - DNA Testing A,antidepressants,Jan-23,23/01/2023,blood test for antidepressant,blood work for antidepressants,USD,1,1,2.71,100.00%,2.71,0,0,0, , 
SS - DNA Testing B,mental health,Feb-23,13/02/2023,Mental Health dna test,dna testing for psychiatric medications,USD,2,2,12.12,100.00%,24.23,0,0,0, , 
SS - Competitors,Genesight,Jan-23,9/01/2023,genesight testing,genesight,USD,17,1,0.82,5.88%,0.82,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,May-23,8/05/2023,genetic testing for mental health medication,mouth swab for antidepressants,USD,2,1,4.2,50.00%,4.2,0,0,0, , 
SS - Genetic Testing TROAS,psychiatric,May-23,22/05/2023,best genetic testing for psychiatric medications,best genetic testing for psychiatric medications,USD,22,2,9.25,9.09%,18.5,0,0,0, , 
SS - DNA Testing B,Anxiety,Apr-23,24/04/2023,Anxiety dna test,dna test anxiety,USD,1,1,2.36,100.00%,2.36,0,0,0, , 
SS - Genetic Testing TROAS,antidepressants,May-23,22/05/2023,antidepressant genetic test,saliva test to determine antidepressant,USD,1,1,2.36,100.00%,2.36,0,0,0, , 
SS - DNA Testing A,antidepressants,Mar-23,27/02/2023,dna test for antidepressants,dna test for mental health medication,USD,3,1,7.34,33.33%,7.34,0,0,0, , 
SS - Genetic Testing TROAS,depression,Jan-23,26/12/2022,genetic testing for depression meds,genetic testing for antidepressants,USD,5,1,4.15,20.00%,4.15,0,0,0, , 
SS - DNA Testing A,Psych Meds,Apr-23,3/04/2023,dna testing for psychiatric drugs,mental health dna test,USD,5,2,3.69,40.00%,7.38,0,0,0, , 
SS - Genetic Testing TROAS,antidepressants,May-23,15/05/2023,genetic testing for antidepressants,blood test to determine best antidepressant,USD,11,2,3.19,18.18%,6.39,0,0,0, , 
SS - DNA Testing A,antidepressants,Feb-23,13/02/2023,dna test antidepressants,dna testing for depression and anxiety,USD,1,1,8.13,100.00%,8.13,0,0,0, , 
SS - DNA Testing A,Psych Meds,Jan-23,16/01/2023,dna testing for psychiatric drugs,mental illness dna testing,USD,2,3,1.34,150.00%,4.01,0,0,0, , 
SS - DNA Testing A,antidepressants,Jan-23,2/01/2023,dna test antidepressants,dna test depression,USD,2,1,5.9,50.00%,5.9,0,0,0, , 
SS - Competitors,Genesight,Mar-23,27/02/2023,genesight testing,genesight,USD,49,3,2.13,6.12%,6.38,0,0,0, , 
SS - DNA Testing B,depression,Mar-23,27/03/2023,dna test for depression,testing for antidepressants,USD,1,1,11.75,100.00%,11.75,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Feb-23,13/02/2023,pharmacogenetics test,blood test for medication metabolism,USD,1,1,3.31,100.00%,3.31,0,0,0, , 
SS - DNA Testing B,Anxiety,Mar-23,27/03/2023,dna swab test for anxiety medication,dna testing for anxiety,USD,1,1,6.33,100.00%,6.33,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,May-23,15/05/2023,pharmacogenomics testing,genetic testing to see what medications work,USD,13,3,4.46,23.08%,13.39,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,May-23,22/05/2023,pharmacogenomics testing,genetic testing for best medication,USD,1,1,6.64,100.00%,6.64,0,0,0, , 
SS - DNA Testing A,antidepressants,Feb-23,6/02/2023,dna test antidepressants,mouth swab test for antidepressants,USD,4,1,5.76,25.00%,5.76,0,0,0, , 
SS - DNA Testing A,medication,Apr-23,3/04/2023,dna medications,dna test for medication effectiveness,USD,3,2,5.99,66.67%,11.98,0,0,0, , 
SS - DNA Testing A,medication,Jan-23,16/01/2023,dna test for medication,gene test for medication,USD,21,1,5.09,4.76%,5.09,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Apr-23,24/04/2023,genetic testing for mental health medication,gene test for antidepressants,USD,5,2,4.85,40.00%,9.71,0,0,0, , 
SS - DNA Testing B,depression,Jan-23,26/12/2022,dna test for depression medication,antidepressant dna test,USD,1,1,2.9,100.00%,2.9,0,0,0, , 
SS - Genetic Testing TROAS,medication,Apr-23,10/04/2023,genetic test for medication,blood test to see what medications work best,USD,11,1,4.68,9.09%,4.68,0,0,0, , 
SS - Genetic Testing TROAS,medication,Apr-23,3/04/2023,genetic test for medication,genetic testing for medications,USD,124,8,7.25,6.45%,57.97,0,0,0, , 
SS - DNA Testing B,mental health,Jan-23,30/01/2023,Mental Health dna test,dna antidepressant test,USD,3,2,3.35,66.67%,6.7,0,0,0, , 
SS - DNA Testing B,mental health,Jan-23,16/01/2023,Mental Health dna test,genetic testing for bipolar,USD,5,1,3.06,20.00%,3.06,0,0,0, , 
SS - Genetic Testing TROAS,adhd,Apr-23,24/04/2023,genetic testing for medication adhd,genetic testing for adhd,USD,17,1,1.09,5.88%,1.09,0,0,0, , 
SS - DNA Testing A,medication,Apr-23,17/04/2023,dna medical testing for medications,medication genetic testing,USD,5,1,5.67,20.00%,5.67,0,0,0, , 
SS - Brand,Trademark,Mar-23,6/03/2023,clarityx dna,clarityx dna,USD,16,7,1.25,43.75%,8.73,0,0,0, , 
SS - Genetic Testing TROAS,depression,Apr-23,27/03/2023,genetic testing depression,genetic testing for depression,USD,6,1,4.12,16.67%,4.12,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Apr-23,3/04/2023,pharmacogenetics test,pharmacogenetic testing,USD,187,11,4.56,5.88%,50.18,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,Feb-23,27/02/2023,pharmacogenomics testing,genetic testing for medicines,USD,1,1,4.87,100.00%,4.87,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,Apr-23,24/04/2023,pharmacogenomics testing,dna prescription testing,USD,1,1,4.36,100.00%,4.36,0,0,0, , 
SS - Genetic Testing TROAS,depression,Jan-23,9/01/2023,genetic testing for depression meds,genetic testing antidepressants,USD,7,1,6.41,14.29%,6.41,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Jan-23,16/01/2023,genetic testing for mental health medication,depression genetic testing,USD,3,1,4.52,33.33%,4.52,0,0,0, , 
SS - DNA Testing B,mental health,Mar-23,27/03/2023,Mental Health dna test,genetic testing for anxiety medication,USD,2,1,6.22,50.00%,6.22,0,0,0, , 
SS - Genetic Testing TROAS,antidepressants,May-23,1/05/2023,genetic testing for antidepressant response,mouth swab for mental health,USD,1,1,5.25,100.00%,5.25,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,May-23,22/05/2023,pharmacogenetic tests,pharmacogenetic testing,USD,33,5,4.61,15.15%,23.07,0,0,0, , 
SS - DNA Testing A,antidepressants,May-23,22/05/2023,dna test for antidepressants,dna test for antidepressants,USD,39,2,4.32,5.13%,8.63,0,0,0, , 
SS - DNA Testing A,antidepressants,Apr-23,10/04/2023,dna test for antidepressants,ssri dna test,USD,3,1,21.67,33.33%,21.67,0,0,0, , 
SS - Competitors,Genesight,Apr-23,17/04/2023,genesight testing,gene sight,USD,15,1,2,6.67%,2,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Apr-23,3/04/2023,pharmacogenetics testing,gene testing for medication,USD,1,1,3.31,100.00%,3.31,359.25,1,108.53,3.31,359.25
SS - Brand,Trademark,Apr-23,17/04/2023,ClarityX,clarityx,USD,77,37,1.59,48.05%,58.89,518.7,1,8.81,58.89,518.7
SS - DNA Testing B,depression,May-23,15/05/2023,dna test for depression medication,dna for depression,USD,1,1,3.44,100.00%,3.44,0,0,0, , 
SS - Competitors,Tempus,Feb-23,6/02/2023,Tempus,tempus saliva test,USD,3,1,3.85,33.33%,3.85,0,0,0, , 
SS - DNA Testing B,adhd,Feb-23,20/02/2023,dna swab test for ADHD medication,gene testing adhd,USD,1,1,3.13,100.00%,3.13,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,May-23,15/05/2023,pharmacogenetics,pharmacogenomics,USD,366,11,2.8,3.01%,30.76,0,0,0, , 
SS - Genetic Testing TROAS,depression,Jan-23,30/01/2023,genetic testing for depression meds,test for best antidepressant,USD,1,1,6.14,100.00%,6.14,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,Jan-23,2/01/2023,pharmacogenomic test,genome testing for medication,USD,1,1,5.5,100.00%,5.5,0,0,0, , 
SS - Brand,Trademark,May-23,22/05/2023,clarityx dna,clarityxdna,USD,9,4,1.38,44.44%,5.51,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Feb-23,13/02/2023,genetic testing for mental health medication,genetic testing to see what medications work,USD,1,1,6.27,100.00%,6.27,0,0,0, , 
SS - Competitors,Genesight,Mar-23,27/02/2023,genesight reviews,genesight reviews,USD,108,4,5.21,3.70%,20.84,0,0,0, , 
SS - DNA Testing A,medication,Feb-23,6/02/2023,dna medical testing for medications,genetic testing for pain medications,USD,4,1,1.59,25.00%,1.59,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,Feb-23,6/02/2023,pharmacogenomics testing,gene test for medication,USD,14,1,6.98,7.14%,6.98,0,0,0, , 
SS - DNA Testing A,medication,Jan-23,23/01/2023,dna test for medication,medication genetic testing,USD,22,2,5.85,9.09%,11.69,0,0,0, , 
SS - Genetic Testing TROAS,antidepressants,Feb-23,13/02/2023,genetic testing for antidepressants,genetic tests for antidepressants,USD,5,2,2.74,40.00%,5.48,0,0,0, , 
SS - Competitors,Genesight,Jan-23,16/01/2023,genesight reviews,genesight patient reviews,USD,1,1,9.56,100.00%,9.56,0,0,0, , 
SS - DNA Testing B,depression,Mar-23,27/03/2023,dna test for depression medication,ssri test,USD,2,1,3.03,50.00%,3.03,0,0,0, , 
SS - Genetic Testing TROAS,medication,Apr-23,27/03/2023,genetic test for medication,genetic testing for medications,USD,30,3,4.91,10.00%,14.73,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,May-23,8/05/2023,genetic testing for mental health medication,gene site testing,USD,6,2,2.17,33.33%,4.33,0,0,0, , 
SS - DNA Testing A,Psych Meds,Jan-23,2/01/2023,dna test for psych meds,psych med genetic testing,USD,3,1,3.69,33.33%,3.69,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,Mar-23,20/03/2023,pharmacogenomics testing,blood test to see what medications work,USD,5,1,5.33,20.00%,5.33,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,May-23,1/05/2023,pharmacogenomics testing,genetic testing for medication,USD,10,1,1.47,10.00%,1.47,0,0,0, , 
SS - Genetic Testing TROAS,depression,Apr-23,24/04/2023,genetic testing depression,gene swab test for depression,USD,6,1,1.15,16.67%,1.15,0,0,0, , 
SS - Genetic Testing TROAS,medication,Feb-23,6/02/2023,genetic medication testing,genetic testing for adhd near me,USD,2,1,10.16,50.00%,10.16,0,0,0, , 
SS - Genetic Testing - Sol8,schizophrenia,Jan-23,23/01/2023,genetic testing for schizophrenia medication,genetic testing for schizophrenia medication,USD,2,1,2.14,50.00%,2.14,0,0,0, , 
SS - DNA Testing A,Psych Meds,Jan-23,16/01/2023,dna testing for psychiatric drugs,dna testing mental health,USD,4,4,13.06,100.00%,52.22,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Mar-23,27/03/2023,pharmacogenetic testing near me,pharmacogenetic testing near me,USD,43,5,3.31,11.63%,16.56,0,0,0, , 
SS - Genetic Testing TROAS,medication,Mar-23,27/03/2023,genetic test for medication,genetic testing for medication effectiveness,USD,14,1,4.63,7.14%,4.63,0,0,0, , 
SS - Genetic Testing TROAS,ssris,Apr-23,24/04/2023,ssri genetic testing,genetic testing for ssri,USD,4,1,14.02,25.00%,14.02,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,Feb-23,6/02/2023,pharmacogenomics testing,genetic medication testing,USD,19,2,3.7,10.53%,7.39,0,0,0, , 
SS - Genetic Testing TROAS,depression,Apr-23,10/04/2023,genetic testing for depression meds,blood test for antidepressants,USD,9,1,4.39,11.11%,4.39,0,0,0, , 
SS - Competitors,Genesight,Feb-23,30/01/2023,genesight test,genesite test,USD,4,1,1.58,25.00%,1.58,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,Feb-23,30/01/2023,pharmacogenomic testing,test for medication metabolism,USD,1,1,2.08,100.00%,2.08,0,0,0, , 
SS - DNA Testing A,Psych Meds,Jan-23,2/01/2023,dna test for psych meds,genetic testing for psychiatric medications,USD,7,2,9.55,28.57%,19.1,0,0,0, , 
