Campaign,Month,Week,Search keyword,Search term,Currency code,Impr.,Clicks,Cost,Conv. value,Conversions,Conv. value / cost,Cost / conv.,Value / conv.
SS - DNA Testing A,Feb-23,20/02/2023,dna test antidepressants,dna test antidepressants,USD,7,1,22.33,0,0,0, --, --
SS - Genetic Testing TROAS,Jan-23,2/01/2023,genetic medication testing,genetic test medication,USD,1,1,5.77,374.25,1,64.86,5.77,374.25
SS - Genetic Testing TROAS,Jan-23,9/01/2023,genetic testing for mental health meds,genetics testing for medications,USD,1,1,9.06,0,0,0, --, --
SS - Brand,Feb-23,13/02/2023,clarityx dna reviews,clarityx dna reviews,USD,31,10,37.69,299.25,1,7.94,37.69,299.25
SS - Genetic Testing TROAS,May-23,1/05/2023,genetic testing for medication adhd,genetic test for adhd,USD,5,2,5.49,0,0,0, --, --
SS - Genetic Testing TROAS,Mar-23,27/02/2023,genetic testing for antidepressants,gene testing for antidepressants,USD,11,1,10.9,0,0,0, --, --
SS - DNA Testing A,Jan-23,30/01/2023,dna test for medication,medication compatibility test,USD,2,1,1.75,0,0,0, --, --
SS - DNA Testing A,Jan-23,9/01/2023,dna test for medication,dna test for medications compatibility,USD,7,1,6.35,0,0,0, --, --
SS - Pharmacogenetic,Mar-23,13/03/2023,pharmacogenetics test,pgx testing,USD,58,1,1.81,0,0,0, --, --
SS - Genetic Testing TROAS,Apr-23,24/04/2023,best genetic testing for psychiatric medications,swab test for mental illness medications,USD,2,1,3.17,0,0,0, --, --
SS - Competitors,Apr-23,17/04/2023,genesight psychotropic test,genesight psychotropic,USD,8,1,1.26,0,0,0, --, --
SS - Pharmacogenetic,Jan-23,9/01/2023,pharmacogenetics testing,pharmacogenomics testing at home,USD,1,1,8.95,0,0,0, --, --
SS - Competitors,Apr-23,24/04/2023,genesight test,genesight,USD,"1,184",42,105.95,0,0,0, --, --
SS - DNA Testing A,Jan-23,23/01/2023,dna testing for psychiatric drugs,dna test for mental illness,USD,4,5,19.83,0,0,0, --, --
SS - Genetic Testing TROAS,Feb-23,6/02/2023,genetic testing for psychotropic medications,psychotropic test,USD,3,1,1.85,374.25,1,202.3,1.85,374.25
SS - Genetic Testing TROAS,Mar-23,20/03/2023,genetic testing for antidepressants,genetic testing for antidepressants,USD,210,29,132.5,299.25,1,2.26,132.5,299.25
SS - DNA Testing A,Mar-23,13/03/2023,dna test for medication,cheek swab test for medication,USD,3,1,6.93,0,0,0, --, --
SS - Genetic Testing TROAS,Mar-23,27/03/2023,genetic testing depression,genetic testing for depression,USD,17,4,17.04,0,0,0, --, --
SS - Genetic Testing TROAS,Mar-23,27/03/2023,genetic testing depression,depression genetic testing,USD,8,1,2.73,0,0,0, --, --
SS - Genetic Testing TROAS,Apr-23,27/03/2023,genetic test for medication,genetic medicine testing,USD,1,1,3.15,0,0,0, --, --
SS - Genetic Testing TROAS,Feb-23,6/02/2023,genetic test for medication,genetic test for medication,USD,29,3,13.2,0,0,0, --, --
SS - Genetic Testing - Sol8,Mar-23,27/02/2023,genetic testing for mental health medication,genetic test for antidepressants,USD,3,2,17.81,299.25,1,16.8,17.81,299.25
SS - Genetic Testing - Sol8,May-23,8/05/2023,genetic testing for mental health medication,gene site test,USD,9,3,7.85,0,0,0, --, --
SS - DNA Testing B,Apr-23,10/04/2023,Mental Health dna test,is there a genetic test for bipolar disorder,USD,4,1,5.25,0,0,0, --, --
SS - DNA Testing B,Mar-23,20/03/2023,Mental Health dna test,bipolar gene test,USD,2,1,1.67,0,0,0, --, --
SS - Pharmacogenetic,Jan-23,2/01/2023,pharmacogenomic testing,pharmagenomic testing,USD,2,1,4.18,0,0,0, --, --
SS - Brand,Mar-23,6/03/2023,clarityx dna reviews,clarity x dna test reviews,USD,18,13,46.19,0,0,0, --, --
SS - Pharmacogenetic,Mar-23,27/02/2023,pharmacogenomic test,pharmacogenomics testing at home,USD,7,2,6.13,0,0,0, --, --
SS - DNA Testing B,Mar-23,6/03/2023,dna test for anxiety medication,mouth swab medication test,USD,1,1,3.27,374.25,1,114.45,3.27,374.25
SS - DNA Testing B,Feb-23,13/02/2023,Mental Health dna test,dna test for mental illness,USD,3,1,3.6,0,0,0, --, --
SS - Genetic Testing - Sol8,Jan-23,2/01/2023,genetic testing for mental health medication,genetic testing for mental health medications,USD,2,1,5.17,0,0,0, --, --
SS - DNA Testing A,Jan-23,23/01/2023,blood test for antidepressant,blood test antidepressants,USD,2,1,4.02,0,0,0, --, --
SS - Pharmacogenetic,Apr-23,24/04/2023,pharmacogenetics test,test to see what medications work for you,USD,4,1,3.09,0,0,0, --, --
SS - Competitors,Mar-23,27/02/2023,genesight psychotropic test,genesight psychotropic test,USD,35,1,1.73,0,0,0, --, --
SS - Genetic Testing TROAS,May-23,1/05/2023,genetic test for antidepressants,gene testing for antidepressants,USD,4,1,10.09,0,0,0, --, --
SS - Competitors,Mar-23,20/03/2023,genesight test,genesight pharmacogenomic testing,USD,6,1,4.98,0,0,0, --, --
SS - DNA Testing B,Jan-23,16/01/2023,dna test for anxiety medication,ocd dna test,USD,4,1,1.49,0,0,0, --, --
SS - DNA Testing A,Mar-23,20/03/2023,dna medications,dna test for medication effectiveness,USD,4,1,10.84,0,0,0, --, --
SS - Brand,Jan-23,2/01/2023,clarityx dna reviews,clarityx dna reviews,USD,34,7,55.61,0,0,0, --, --
SS - Genetic Testing TROAS,Apr-23,3/04/2023,genetic test for medication,medication test,USD,8,1,13.72,0,0,0, --, --
SS - Genetic Testing - Sol8,Mar-23,27/03/2023,genetic testing for mental health medication,genetic testing for ssri response,USD,3,1,1.85,0,0,0, --, --
SS - DNA Testing B,May-23,1/05/2023,Mental Health dna test,anxiety genetic testing,USD,1,1,3.19,0,0,0, --, --
SS - DNA Testing B,Apr-23,3/04/2023,Mental Health dna test,dna testing for mental health,USD,3,1,7.58,0,0,0, --, --
SS - Pharmacogenetic,May-23,1/05/2023,pharmacogenomic testing,pharmacogenomic testing,USD,95,8,27.39,0,0,0, --, --
SS - Pharmacogenetic,Feb-23,20/02/2023,pharmacogenomics testing,genetic testing for medications,USD,7,1,5.76,0,0,0, --, --
SS - DNA Testing A,Feb-23,20/02/2023,dna test antidepressants,genetic test depression,USD,2,1,0.96,0,0,0, --, --
SS - Brand,Jan-23,23/01/2023,clarityx dna reviews,clarityx dna reviews,USD,34,6,22.23,0,0,0, --, --
SS - Genetic Testing - Sol8,Apr-23,10/04/2023,genetic testing for mental health medication,genetic testing for drug reactions,USD,1,1,6.45,0,0,0, --, --
SS - DNA Testing B,Feb-23,20/02/2023,Mental Health dna test,genetic tests for depression,USD,1,1,5.88,374.25,1,63.65,5.88,374.25
SS - DNA Testing B,Jan-23,2/01/2023,Mental Health dna test,genetic testing for mental health,USD,8,3,15.73,0,0,0, --, --
SS - DNA Testing A,Jan-23,23/01/2023,dna test for medication,genetic swab test for medication,USD,7,2,7.71,0,0,0, --, --
SS - Pharmacogenetic,May-23,1/05/2023,pgx test,pharmacogenetic pgx testing,USD,4,1,2.05,0,0,0, --, --
SS - DNA Testing B,Apr-23,3/04/2023,Mental Health dna test,gene test for depression,USD,1,1,4.56,0,0,0, --, --
SS - Pharmacogenetic,Apr-23,10/04/2023,pharmacogenomics testing,gene testing for medication,USD,17,2,13.14,0,0,0, --, --
SS - Genetic Testing TROAS,Feb-23,13/02/2023,genetic medication testing,cheek swab to determine medication,USD,2,1,3.42,0,0,0, --, --
SS - Genetic Testing TROAS,Apr-23,3/04/2023,genetic testing for antidepressant response,cyp450 test at home,USD,6,2,15.08,0,0,0, --, --
SS - DNA Testing A,Mar-23,27/03/2023,dna test for medication,dna swab test for medication,USD,4,1,8.08,0,0,0, --, --
SS - Genetic Testing - Sol8,Apr-23,24/04/2023,genetic testing for mental health medication,saliva test for antidepressants,USD,5,1,8.67,0,0,0, --, --
SS - Genetic Testing - Sol8,Jan-23,23/01/2023,genetic testing for mental health medication,ssri blood test,USD,2,1,1.22,0,0,0, --, --
SS - Pharmacogenetic,May-23,15/05/2023,pharmacogenomic testing for antidepressants,dna testing for antidepressants,USD,5,1,13.1,0,0,0, --, --
SS - DNA Testing B,Mar-23,27/02/2023,Mental Health dna test,dna test for antidepressants,USD,2,1,6.6,0,0,0, --, --
SS - Pharmacogenetic,Jan-23,9/01/2023,pharmaco genetic testing,genetic testing for medication,USD,1,2,10.7,0,0,0, --, --
SS - Genetic Testing TROAS,Apr-23,17/04/2023,genetic testing for antidepressant response,blood test to see which antidepressant works best,USD,7,1,11.03,0,0,0, --, --
SS - DNA Testing A,Feb-23,6/02/2023,dna test for antidepressants,dna test for antidepressants,USD,50,11,102.39,0,0,0, --, --
SS - DNA Testing A,Apr-23,3/04/2023,blood test for antidepressant,blood tests for antidepressants,USD,3,1,7.08,0,0,0, --, --
SS - Genetic Testing TROAS,Jan-23,2/01/2023,genetic testing for ocd medication,genetic testing for ocd medication,USD,1,1,2.24,0,0,0, --, --
SS - Genetic Testing TROAS,Mar-23,20/03/2023,genetic test for medication,medication gene testing,USD,7,2,8.3,0,0,0, --, --
SS - Genetic Testing - Sol8,Jan-23,9/01/2023,genetic testing for mental health medication,best genetic testing for psychiatric medications,USD,13,1,8.98,0,0,0, --, --
SS - DNA Testing B,Mar-23,20/03/2023,Mental Health dna test,antidepressant dna test,USD,3,1,6.81,0,0,0, --, --
SS - Competitors,Jan-23,16/01/2023,genesight.com,genesight combinatorial pharmacogenomic test,USD,2,1,2.91,0,0,0, --, --
SS - Competitors,Apr-23,3/04/2023,genesight.com,genesight adhd,USD,11,1,2.13,0,0,0, --, --
SS - Genetic Testing TROAS,Mar-23,6/03/2023,genetic testing depression,genetic test for depression,USD,5,1,12.05,0,0,0, --, --
SS - Genetic Testing TROAS,Jan-23,2/01/2023,genetic testing for antidepressants,genetic testing for antidepressants,USD,69,6,24.59,0,0,0, --, --
SS - Genetic Testing TROAS,May-23,8/05/2023,genetic testing for antidepressants,test to see which antidepressant works best,USD,3,1,5.28,0,0,0, --, --
SS - Genetic Testing TROAS,Feb-23,13/02/2023,genetic testing for antidepressants,blood test for antidepressants,USD,14,1,2.38,0,0,0, --, --
SS - DNA Testing B,Mar-23,6/03/2023,Mental Health dna test,dna test for mental disorders,USD,3,1,6.99,0,0,0, --, --
SS - Genetic Testing TROAS,May-23,1/05/2023,genetic medication testing,genetic testing for mental health medications,USD,2,1,3.65,0,0,0, --, --
SS - Genetic Testing TROAS,Apr-23,10/04/2023,genetic testing depression,gene test depression,USD,2,1,5.24,0,0,0, --, --
SS - Pharmacogenetic,Jan-23,23/01/2023,pharmacogenomic testing,genetic testing for medication,USD,17,1,2.48,0,0,0, --, --
SS - Genetic Testing TROAS,Apr-23,3/04/2023,genetic test for medication,genetic testing for medicines,USD,1,1,4.46,0,0,0, --, --
SS - Genetic Testing - Sol8,May-23,15/05/2023,genetic testing for mental health medication,gene site test,USD,9,2,1.67,0,0,0, --, --
SS - Genetic Testing TROAS,Apr-23,10/04/2023,genetic test for medication,blood test for medication compatibility,USD,7,1,4.87,0,0,0, --, --
SS - Pharmacogenetic,May-23,8/05/2023,pharmacogenomics testing,genetic testing for medication near me,USD,2,1,10.52,0,0,0, --, --
SS - Competitors,May-23,15/05/2023,genesight test,genesight pharmacogenomic testing,USD,1,1,13.71,0,0,0, --, --
SS - DNA Testing A,Mar-23,27/03/2023,dna test antidepressants,genetic testing for depression treatment,USD,2,1,18.43,0,0,0, --, --
SS - DNA Testing A,Feb-23,6/02/2023,dna test for medication,genetic testing for depression,USD,9,1,6.03,0,0,0, --, --
SS - DNA Testing A,Jan-23,2/01/2023,dna test for antidepressants,genetic test antidepressants,USD,4,1,6.91,0,0,0, --, --
SS - Competitors,Mar-23,27/03/2023,genesight testing,genesight testing,USD,"1,363",193,560.43,"1,197.00",4,2.14,140.11,299.25
SS - Pharmacogenetic,Apr-23,24/04/2023,pharmacogenetics test,pharmacogenomics test,USD,4,1,3.7,0,0,0, --, --
SS - Pharmacogenetic,Feb-23,20/02/2023,pharmacogenetics test,dna testing for medicine effectiveness,USD,12,1,4.58,0,0,0, --, --
SS - Genetic Testing - Sol8,Mar-23,20/03/2023,genetic testing for mental health medication,genetic testing for psychiatric disorders,USD,1,1,4.3,0,0,0, --, --
SS - DNA Testing A,Feb-23,20/02/2023,dna medical testing for medications,dna testing antidepressants,USD,1,1,8.26,0,0,0, --, --
SS - DNA Testing B,Apr-23,27/03/2023,dna swab test for anxiety medication,genetic anxiety test,USD,2,1,1.83,0,0,0, --, --
SS - Pharmacogenetic,Mar-23,20/03/2023,pharmacogenomics testing,pharmacogenomics testing,USD,104,5,15.42,299.25,1,19.41,15.42,299.25
SS - DNA Testing A,Jan-23,9/01/2023,dna testing for psychiatric drugs,psych genetic testing,USD,1,1,4.03,0,0,0, --, --
SS - DNA Testing B,Mar-23,27/03/2023,dna test for anxiety medication,genetic testing to see what medications work,USD,1,1,4.09,0,0,0, --, --
SS - DNA Testing A,Mar-23,27/02/2023,dna test antidepressants,dna test to find best antidepressant,USD,2,1,17.78,0,0,0, --, --
SS - DNA Testing A,Feb-23,20/02/2023,dna test antidepressants,genetic testing for mental health medications,USD,7,1,8.93,374.25,1,41.91,8.93,374.25
SS - Genetic Testing TROAS,Mar-23,13/03/2023,genetic medication testing,genetic testing wichita ks,USD,5,1,2.88,0,0,0, --, --
SS - Genetic Testing TROAS,May-23,1/05/2023,antidepressant genetic test,does genetic testing for antidepressants work,USD,1,1,1.04,0,0,0, --, --
SS - Genetic Testing TROAS,Apr-23,27/03/2023,genetic test for medication,pharmacology genetic testing,USD,8,1,6.97,0,0,0, --, --
SS - DNA Testing A,Apr-23,3/04/2023,dna testing for psychiatric drugs,mental health genetic testing,USD,21,2,8.48,0,0,0, --, --
SS - DNA Testing A,Mar-23,6/03/2023,dna test antidepressants,dna testing for depression,USD,6,1,32.89,0,0,0, --, --
SS - Genetic Testing TROAS,Mar-23,27/02/2023,genetic testing for antidepressant response,cyp450 test at home,USD,10,6,22.54,0,0,0, --, --
SS - Genetic Testing TROAS,Jan-23,16/01/2023,genetic medication testing,genetic testing for medication effectiveness,USD,14,1,9.7,0,0,0, --, --
SS - Brand,May-23,1/05/2023,clarityx dna,clarityx dna,USD,10,6,16.15,0,0,0, --, --
SS - Brand,Jan-23,23/01/2023,clarityx dna,clarity dna,USD,3,2,0.71,0,0,0, --, --
SS - Genetic Testing - Sol8,May-23,1/05/2023,genetic testing for anxiety meds,genetic testing for anxiety,USD,4,1,4.28,0,0,0, --, --
SS - Pharmacogenetic,Feb-23,20/02/2023,pharmacogenetic testing psychiatry,genetic testing for psychiatric medications,USD,5,1,3.33,0,0,0, --, --
SS - Competitors,Apr-23,3/04/2023,genesight psychotropic test,genesight psychotropic test,USD,36,3,9.4,0,0,0, --, --
SS - Brand,Feb-23,27/02/2023,ClarityX,clarityx,USD,16,7,18.44,0,0,0, --, --
SS - DNA Testing B,Feb-23,20/02/2023,Mental Health dna test,genetic test for bipolar,USD,1,1,2,0,0,0, --, --
SS - DNA Testing B,Mar-23,20/03/2023,Mental Health dna test,dna test for mental health,USD,3,2,16.17,0,0,0, --, --
SS - DNA Testing B,Feb-23,13/02/2023,Mental Health dna test,genetic testing for mental illness,USD,9,1,7.08,0,0,0, --, --
SS - DNA Testing A,Jan-23,2/01/2023,dna testing for psychiatric drugs,swab test for mental illness medications,USD,3,2,5.75,0,0,0, --, --
SS - Genetic Testing TROAS,Jan-23,23/01/2023,genetic testing for depression meds,genetic testing for ssri response,USD,3,1,15.49,0,0,0, --, --
SS - Genetic Testing TROAS,Mar-23,20/03/2023,genetic testing for antidepressant response,gene site,USD,4,2,4.22,0,0,0, --, --
SS - Genetic Testing TROAS,May-23,15/05/2023,genetic testing antidepressants,genetic antidepressant testing,USD,2,1,3.85,0,0,0, --, --
SS - DNA Testing B,Apr-23,3/04/2023,depression dna test cheek swab,genetic swab test for antidepressants,USD,1,1,4.86,0,0,0, --, --
SS - Genetic Testing TROAS,Jan-23,16/01/2023,genetic testing for medication,genetic test for medication,USD,6,1,39.91,0,0,0, --, --
SS - Genetic Testing - Sol8,May-23,22/05/2023,genetic testing for mental health medication,clarityx,USD,1,1,0.01,0,0,0, --, --
SS - Genetic Testing - Sol8,Jan-23,30/01/2023,genetic testing for mental health medication,genetic testing for antidepressants,USD,7,2,9.93,0,0,0, --, --
SS - DNA Testing A,Jan-23,23/01/2023,dna test antidepressants,gene test depression,USD,1,2,8.3,0,0,0, --, --
SS - Genetic Testing - Sol8,Feb-23,20/02/2023,genetic testing for mental health medication,genetic testing to see what medications work,USD,3,1,2.42,0,0,0, --, --
SS - DNA Testing B,Mar-23,6/03/2023,ADHD dna test psychiatry,genetic testing for adhd near me,USD,5,1,19.42,0,0,0, --, --
SS - Pharmacogenetic,Mar-23,27/03/2023,pharmacogenetic testing for depression,pharmacogenetic testing antidepressants,USD,2,2,7.64,0,0,0, --, --
SS - Genetic Testing TROAS,Feb-23,30/01/2023,genetic testing for antidepressants,genetic testing for antidepressants,USD,80,5,19.15,0,0,0, --, --
SS - Genetic Testing TROAS,Apr-23,24/04/2023,genetic testing for antidepressants,gene test for antidepressants,USD,12,1,6.87,0,0,0, --, --
SS - Pharmacogenetic,May-23,22/05/2023,pharmacogenetics test,dna swab for medication,USD,7,2,17.39,239.02,0.8,13.74,21.77,299.25
SS - Pharmacogenetic,Mar-23,27/02/2023,pharmacogenomics testing,genetic testing medication metabolism,USD,1,1,2.06,0,0,0, --, --
SS - DNA Testing A,Apr-23,10/04/2023,dna test for medication,dna test for medication,USD,65,7,80.97,0,0,0, --, --
SS - DNA Testing A,Jan-23,23/01/2023,dna test for medication,test to see what medications work for you,USD,7,1,2.5,0,0,0, --, --
SS - Pharmacogenetic,May-23,8/05/2023,pharmacogenomics testing,pharmacogenomics testing,USD,121,14,61.83,0,0,0, --, --
SS - Pharmacogenetic,Apr-23,3/04/2023,pharmacogenomics testing,pharmacogenomics testing,USD,51,5,13.5,0,0,0, --, --
SS - Pharmacogenetic,Feb-23,20/02/2023,pharmacogenetic testing for depression,test to see what antidepressant will work,USD,5,2,4.51,0,0,0, --, --
SS - Competitors,Jan-23,16/01/2023,genesight test,genesite test,USD,13,3,5.85,0,0,0, --, --
SS - DNA Testing B,Mar-23,27/02/2023,Mental Health dna test,gene psych testing,USD,3,1,7.92,0,0,0, --, --
SS - Genetic Testing - Sol8,Jan-23,9/01/2023,genetic testing for mental health medication,gene psych testing,USD,4,1,3.92,0,0,0, --, --
SS - Pharmacogenetic,Mar-23,27/02/2023,best pharmacogenetic testing,best pharmacogenetic testing companies,USD,15,2,13.19,0,0,0, --, --
SS - Pharmacogenetic,Jan-23,9/01/2023,pharmacogenomic testing,medicine genetic testing,USD,1,1,4.7,0,0,0, --, --
SS - DNA Testing A,Jan-23,16/01/2023,blood test for antidepressant,blood test to see what antidepressant will work,USD,2,1,8.09,0,0,0, --, --
SS - Pharmacogenetic,Apr-23,10/04/2023,pharmacogenetics,pharmacogenetics,USD,157,9,87.33,0,0,0, --, --
SS - DNA Testing A,Apr-23,17/04/2023,dna testing for medication efficacy,dna testing for medication efficacy,USD,10,2,13.36,0,0,0, --, --
SS - Pharmacogenetic,Jan-23,23/01/2023,pharmacogenomic testing for antidepressants,genetic testing for best antidepressant,USD,3,1,4.23,0,0,0, --, --
SS - DNA Testing A,Jan-23,16/01/2023,dna test for medication,dna test for medication effectiveness,USD,14,4,25.7,0,0,0, --, --
